Rownum,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,Mean AQI
342764,0.033412,0.06,11,67,0.254167,0.4,7,5.0,0.213636,1.0,21,1.0,18.53636400000001,51.7,22,48,30.25
562116,0.008765,0.023,9,21,0.658333,1.0,23,11.0,0.716667,1.2,15,1.0,26.116667,39.1,19,37,17.5
50982,0.027529,0.041,12,38,0.570833,0.8,8,9.0,1.043478,3.0,5,4.0,31.652174,54.0,3,51,25.5
562425,0.036176,0.064,10,80,0.416667,0.6,6,7.0,0.25,0.8,12,0.0,14.783333,30.0,0,28,28.75
168570,0.011941,0.026,9,24,0.608333,1.0,4,11.0,2.347826,5.0,15,7.0,36.434783,60.0,23,57,24.75
531865,0.029647,0.041,12,38,0.2,0.4,8,5.0,0.245833,1.0,9,1.0,10.05,23.8,22,22,16.5
97664,0.039529,0.045,9,42,0.2,0.2,0,2.0,4.043478,7.0,10,10.0,2.173913,14.0,19,13,16.75
341644,0.019412,0.03,9,28,0.154167,0.2,7,2.0,0.061905,0.4,10,0.0,12.072222,21.1,19,20,12.5
439756,0.015941,0.036,9,33,0.479167,0.9,23,10.0,1.504167,3.2,19,4.0,26.820833,46.8,19,43,22.5
26065,0.036765,0.041,21,38,0.791667,0.9,10,10.0,2.304348,4.0,6,6.0,27.363636,39.0,9,37,22.75
562822,0.039294,0.067,11,90,0.433333,0.6,11,7.0,0.080952,0.3,22,0.0,15.079167000000002,34.8,10,32,32.25
563004,0.004083,0.012,12,11,0.895,1.3,23,15.0,0.514286,0.9,7,0.0,37.27619,50.4,17,47,18.25
592195,0.039353,0.043,10,40,0.2,0.2,0,2.0,0.325,0.5,20,0.0,4.5125,10.6,5,9,12.75
309486,0.0131759999999999,0.025,9,23,0.8375,1.2,3,14.0,0.943478,1.7,4,1.0,34.609091,46.2,17,43,20.25
342016,0.006909,0.014,13,13,0.7304350000000001,1.0,0,11.0,0.635,1.2,7,1.0,37.044444,44.1,19,42,16.75
142952,0.009706,0.022,10,20,1.008333,1.8,2,20.0,3.782609,6.0,12,9.0,35.434783,47.0,0,44,23.25
375981,0.013143,0.022,9,20,0.754167,1.0,23,11.0,0.313043,0.6,15,0.0,26.385714,39.7,18,37,17.0
225301,0.040235,0.045,10,42,0.308333,0.4,6,5.0,0.086957,1.0,8,1.0,16.304348,31.0,0,29,19.25
167901,0.019882,0.027,21,25,0.229167,0.6,8,7.0,0.0,0.0,0,0.0,27.217391,39.0,7,37,17.25
342020,0.00725,0.017,12,16,0.795833,1.1,23,13.0,0.785714,1.4,19,1.0,44.194118,56.9,18,53,20.75
530602,0.023647,0.031,11,29,0.233333,0.3,0,3.0,0.0375,0.2,4,0.0,10.275,18.3,0,17,12.25
501213,0.043118,0.047,14,44,0.179167,0.2,0,2.0,0.504167,1.0,7,1.0,2.866667,11.7,7,10,14.25
592516,0.022882,0.036,11,33,0.254167,0.3,5,3.0,0.029167,0.2,10,0.0,7.925,20.1,23,19,13.75
470059,0.012882,0.03,10,28,1.016667,1.8,0,20.0,0.733333,1.5,7,1.0,38.354167,49.8,7,46,23.75
119870,0.029,0.055,11,51,0.379167,0.5,10,6.0,0.434783,1.0,5,1.0,20.0,37.0,9,35,23.25
407424,0.015588,0.032,9,30,0.416667,0.5,5,6.0,0.0125,0.1,5,0.0,19.952174,30.4,20,28,16.0
438937,0.020118,0.042,11,39,0.729167,0.9,1,10.0,0.708333,1.2,6,1.0,37.6125,48.8,7,45,23.75
562962,0.020824,0.039,10,36,0.9,1.3,3,15.0,0.2875,0.5,7,0.0,28.3375,40.6,21,38,22.25
278267,0.038706,0.05,9,46,0.3,0.6,7,7.0,0.231818,1.9,7,1.0,14.318182,39.5,7,37,22.75
375910,0.027214,0.044,10,41,0.661905,0.9,7,10.0,0.334783,0.7,9,0.0,22.047619,44.2,20,42,23.25
375824,0.042706,0.07,11,100,0.825,1.1,1,13.0,0.482609,0.8,4,0.0,33.413043,52.8,20,49,40.5
591924,0.008118,0.021,9,19,0.675,1.0,23,11.0,0.1625,0.4,22,0.0,21.4375,29.3,18,27,14.25
438997,0.024706,0.028,10,26,0.679167,1.2,5,14.0,0.445833,1.1,5,1.0,20.5125,34.9,5,32,18.25
225082,0.002765,0.0069999999999999,10,6,1.1125,1.3,0,15.0,0.913043,2.0,16,3.0,39.043478,57.0,18,54,19.5
119746,0.030471,0.059,10,64,0.8375,1.2,5,14.0,0.0,0.0,0,0.0,43.26087,69.0,21,67,36.25
253457,0.018118,0.033,10,31,0.358333,0.4,0,5.0,0.06087,0.8,12,0.0,25.883333,43.5,20,41,19.25
530831,0.030941,0.041,11,38,0.304167,0.4,11,5.0,0.1125,0.5,13,0.0,12.920833,23.7,11,22,16.25
439062,0.036412,0.039,10,36,0.1,0.1,0,1.0,0.125,0.3,3,0.0,5.2083330000000005,11.9,1,10,11.75
470645,0.032059,0.041,9,38,0.070833,0.2,8,2.0,0.583333,1.6,7,1.0,4.6458330000000005,16.4,7,15,14.0
376379,0.040412,0.051,11,47,0.658333,0.7,0,8.0,0.15,0.7,5,0.0,6.3173910000000015,20.8,23,19,18.5
439031,0.001083,0.004,12,4,0.85,1.0,8,11.0,0.5,0.8,5,0.0,30.457895,36.4,14,34,12.25
26901,0.027412,0.045,10,42,0.629167,0.9,11,10.0,2.521739,6.0,11,9.0,31.391304,51.0,8,48,27.25
592071,0.039824,0.043,10,40,0.204167,0.3,8,3.0,0.004167,0.1,11,0.0,5.783333,10.8,1,9,13.0
470749,0.028353,0.045,11,42,0.533333,0.9,7,10.0,0.816667,2.2,9,3.0,17.7375,34.2,9,32,21.75
120443,0.037294,0.046,11,43,0.158333,0.5,9,6.0,5.086957,10.0,9,14.0,11.73913,37.0,7,35,24.5
500443,0.027235,0.042,9,39,0.233333,0.3,8,3.0,0.341667,0.6,7,0.0,9.06087,19.3,8,18,15.0
438699,0.032471,0.066,9,87,0.45,0.7,0,8.0,0.504167,1.7,23,1.0,20.178261,47.6,23,44,35.0
277575,0.001643,0.0069999999999999,10,6,1.352941,1.7,23,19.0,1.252632,2.0,7,3.0,43.415,49.9,15,46,18.5
310065,0.015235,0.029,10,27,1.55,2.1,4,24.0,0.254545,1.0,1,1.0,24.222727,38.3,2,36,22.0
97729,0.048471,0.062,11,74,0.116667,0.3,8,3.0,4.304348,7.0,5,10.0,8.739130000000001,19.0,6,18,26.25
375525,0.033412,0.039,10,36,0.291667,0.4,0,5.0,0.081818,0.2,4,0.0,10.990909,20.4,6,19,15.0
225208,0.030176,0.053,11,49,0.275,0.4,13,5.0,0.782609,3.0,8,4.0,28.214286,38.0,10,36,23.5
253299,0.035471,0.041,10,38,0.358333,0.5,8,6.0,1.617391,3.1,9,4.0,5.882609,26.8,6,25,18.25
469498,0.00075,0.002,7,2,0.566667,0.7,20,8.0,0.404167,0.7,11,0.0,21.8375,28.4,14,26,9.0
562632,0.037882,0.063,10,77,0.408333,0.6,5,7.0,0.479167,1.3,12,1.0,18.429167,26.9,2,25,27.5
530924,0.026824,0.033,11,31,0.2375,0.3,8,3.0,0.295833,0.8,12,0.0,9.5125,18.6,9,17,12.75
563110,0.023941,0.041,12,38,0.55,0.8,3,9.0,0.383333,0.7,10,0.0,19.925,34.7,1,32,19.75
277444,0.026471,0.033,11,31,0.4,0.8,10,9.0,1.06087,8.3,7,11.0,21.586957,41.0,7,39,22.5
375679,0.021786,0.038,10,35,0.333333,0.5,8,6.0,0.621739,1.3,11,1.0,21.804762,41.0,10,39,20.25
143495,0.026059,0.044,7,41,0.0,0.0,0,0.0,1.304348,3.0,10,4.0,8.652174,20.0,17,19,16.0
592564,0.028941,0.036,8,33,0.154167,0.3,5,3.0,0.004167,0.1,16,0.0,4.820833,17.0,3,16,13.0
407422,0.035647,0.043,10,40,0.379167,0.5,7,6.0,-0.058333,0.0,2,0.0,8.608696,16.9,6,15,15.25
253485,0.025412,0.027,23,25,0.154167,0.4,0,5.0,0.026087,0.3,11,0.0,15.752173999999998,26.8,0,25,13.75
119674,0.020294,0.023,22,21,0.345833,0.5,0,6.0,2.521739,5.0,5,7.0,20.347826,31.0,6,29,15.75
530600,0.024118,0.03,12,28,0.2375,0.3,0,3.0,0.025,0.2,12,0.0,10.229167,16.5,2,15,11.5
375589,0.040714,0.053,10,49,0.395833,0.4,1,5.0,-0.009091,0.3,12,0.0,9.971429,15.7,9,14,17.0
469530,0.034588,0.041,11,38,0.225,0.4,1,5.0,0.220833,0.5,3,0.0,10.983333,36.3,0,34,19.25
500338,0.036176,0.043,9,40,0.325,0.4,10,5.0,0.341667,1.2,13,1.0,14.845833,26.9,7,25,17.75
97014,0.032941,0.067,10,90,0.954167,1.6,11,18.0,2.695652,13.0,5,19.0,46.956522,99.0,9,99,56.5
531119,0.006,0.027,7,25,0.9375,1.1,0,13.0,0.852632,1.4,6,1.0,37.578947,50.8,21,47,21.5
563317,0.027941,0.033,8,31,0.1,0.1,0,1.0,0.1708329999999999,0.2,0,0.0,1.616667,3.6,2,3,8.75
196731,0.004941,0.013,9,12,0.6375,1.1,23,13.0,1.0,1.0,0,1.0,38.652174,54.0,17,51,19.25
591940,0.017588,0.036,10,33,0.5375,1.0,0,11.0,0.1625,0.5,22,0.0,20.65,32.9,20,30,18.5
253269,0.028235,0.042,10,39,0.391667,0.6,9,7.0,1.366667,3.8,11,4.0,10.52381,34.0,23,32,20.5
563373,0.038529,0.054,9,50,0.395833,0.5,0,6.0,0.1333329999999999,0.3,13,0.0,4.2083330000000005,15.8,1,14,17.5
252377,0.026353,0.058,10,61,0.891667,1.3,1,15.0,0.33913,1.0,13,1.0,35.786957,61.3,22,58,33.75
74871,0.021941,0.034,10,31,0.6125,0.8,9,9.0,2.782609,6.0,5,9.0,27.782609000000004,49.0,10,46,23.75
341482,0.029,0.033,22,31,0.220833,0.3,2,3.0,0.108696,0.3,21,0.0,20.364706,37.3,1,35,17.25
439612,0.037941,0.047,14,44,0.129167,0.2,4,2.0,0.375,0.5,6,0.0,4.875,16.8,1,15,15.25
469635,0.052706,0.057,13,58,0.233333,0.3,6,3.0,0.129167,0.5,19,0.0,6.233333,35.0,6,33,23.5
197409,0.023471,0.045,10,42,0.7625,1.3,8,15.0,2.130435,5.0,20,7.0,35.0,59.0,7,56,30.0
407442,0.013824,0.03,9,28,0.616667,1.0,23,11.0,0.454167,6.5,19,9.0,35.013043,50.2,19,47,23.75
562524,0.035706,0.052,10,48,0.320833,0.4,7,5.0,0.375,0.8,11,0.0,15.925,37.5,9,35,22.0
167813,0.033176,0.07,10,100,0.575,0.8,1,9.0,1.347826,3.0,22,4.0,38.521739,66.0,9,64,44.25
252398,0.013118,0.029,9,27,0.516667,0.7,22,8.0,0.0086959999999999,0.1,8,0.0,18.33913,28.6,20,26,15.25
501256,0.031824,0.034,12,31,0.125,0.2,7,2.0,0.441667,0.7,8,0.0,3.1,11.5,5,10,10.75
501397,0.01,0.018,11,17,0.333333,0.5,12,6.0,0.279167,0.8,23,0.0,15.779167,28.3,23,26,12.25
51010,0.005471,0.012,7,11,1.883333,3.5,23,40.0,4.086957,6.0,18,9.0,55.565217,75.0,15,73,33.25
563307,0.022,0.032,11,30,0.1,0.1,0,1.0,0.354167,0.8,6,0.0,5.3333330000000005,17.0,23,16,11.75
97009,0.029529,0.041,12,38,0.3875,0.4,0,5.0,1.636364,3.0,5,4.0,27.0,39.0,23,37,21.0
342735,0.031353,0.043,11,40,0.183333,0.3,3,3.0,0.018182,0.2,9,0.0,6.659091,19.6,0,18,15.25
562462,0.033176,0.063,10,77,0.466667,0.6,4,7.0,0.416667,0.7,11,0.0,23.45,38.2,22,36,30.0
406962,0.014786,0.025,9,23,0.809524,1.1,0,13.0,0.321739,0.8,18,0.0,34.919048,48.4,17,45,20.25
253475,0.016471,0.034,11,31,0.608333,0.9,2,10.0,0.5217390000000001,2.6,11,3.0,32.834783,48.6,0,45,22.25
168586,0.010529,0.02,21,19,1.0125,1.7,4,19.0,2.173913,8.0,1,11.0,33.73913,54.0,1,51,25.0
143521,0.041647,0.056,10,54,0.070833,0.2,7,2.0,2.913043,13.0,8,19.0,14.0,35.0,7,33,27.0
438782,0.028059,0.041,10,38,0.241667,0.3,6,3.0,0.3,0.7,9,0.0,10.930435,21.3,9,20,15.25
375812,0.040857,0.05,10,46,0.27619,0.4,2,5.0,0.030435,0.3,13,0.0,7.528571,15.3,2,14,16.25
407889,0.042412,0.047,10,44,0.233333,0.3,6,3.0,0.443478,1.6,7,1.0,5.130434999999999,28.8,6,26,18.5
501307,0.040824,0.046,11,43,0.2,0.2,0,2.0,0.404167,0.5,9,0.0,3.2375,16.6,22,15,15.0
167754,0.045882,0.067,10,90,0.4,0.6,11,7.0,1.347826,3.0,11,4.0,22.565217,35.0,8,33,33.5
341562,0.029706,0.033,21,31,0.158333,0.2,6,2.0,0.109091,0.3,14,0.0,12.677273,26.1,9,25,14.5
51035,0.003176,0.005,7,5,2.1125,3.3,2,38.0,3.391304,6.0,14,9.0,56.565217,84.0,13,83,33.75
278279,0.032059,0.037,12,34,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.104348,4.6,21,4,9.5
592055,0.028118,0.046,11,43,0.4625,0.6,3,7.0,0.154167,0.4,7,0.0,18.3375,31.2,22,29,19.75
74813,0.036882,0.07,11,100,1.1125,1.4,11,16.0,3.3478260000000004,5.0,5,7.0,49.478261,77.0,10,76,49.75
562548,0.032417,0.051,12,47,0.226667,0.3,9,3.0,0.129167,0.3,6,0.0,13.6,27.6,22,25,18.75
470518,0.042588,0.059,13,64,0.5125,0.6,8,7.0,0.945833,3.6,22,4.0,17.370832999999998,58.8,22,55,32.5
26034,0.017882,0.031,8,29,0.858333,1.1,0,13.0,2.695652,4.0,10,6.0,27.652174,33.0,6,31,19.75
592556,0.034412,0.036,7,33,0.175,0.2,0,2.0,0.0,0.0,0,0.0,1.425,5.0,6,5,10.0
252317,0.026471,0.042,10,39,0.391667,0.5,10,6.0,0.117391,1.0,9,1.0,19.543478,34.5,10,32,19.5
376360,0.038706,0.047,8,44,0.183333,0.2,0,2.0,0.0,0.0,1,0.0,2.03913,5.4,6,5,12.75
530702,0.018588,0.028,10,26,0.291667,0.4,10,5.0,0.078261,0.5,12,0.0,11.870833,22.3,10,21,13.0
407073,0.030059,0.038,10,35,0.2375,0.4,10,5.0,-0.013043,0.2,4,0.0,18.659091,35.8,6,33,18.25
277362,0.034059,0.061,10,71,0.420833,0.6,2,7.0,0.068182,0.2,6,0.0,19.0375,37.5,23,35,28.25
26211,0.029353,0.044,11,41,1.495833,2.2,7,25.0,2.391304,4.0,1,6.0,40.0,65.0,9,63,33.75
342799,0.031353,0.043,13,40,0.783333,1.5,5,17.0,0.727273,2.9,1,3.0,24.104545,52.6,1,49,27.25
531227,0.007824,0.018,10,17,0.520833,0.7,22,8.0,0.61,0.9,20,0.0,34.625,41.6,9,39,16.0
562988,0.014235,0.031,9,29,0.575,0.8,2,9.0,0.279167,0.5,7,0.0,22.304167,34.7,19,32,17.5
50147,0.034235,0.042,11,39,0.4,0.7,9,8.0,2.190476,4.0,5,6.0,15.863635999999998,23.0,21,22,18.75
74970,0.010647,0.024,9,22,1.3375,1.9,7,22.0,0.26087,2.0,5,3.0,37.26087,51.0,12,48,23.75
341987,0.020214,0.033,10,31,0.495238,0.8,22,9.0,0.270833,1.1,18,1.0,19.757143,38.1,19,36,19.25
469456,0.025,0.035,13,32,0.46,0.5,0,6.0,0.1708329999999999,0.4,3,0.0,13.727778,31.7,0,29,16.75
168578,0.035706,0.055,11,51,0.475,0.8,4,9.0,1.173913,5.0,9,7.0,19.086957,40.0,0,38,26.25
3188,0.024059,0.052,10,48,0.85,1.5,11,17.0,0.7391300000000001,3.0,5,4.0,33.521739000000004,63.0,9,61,32.5
375464,0.028118,0.041,10,38,0.3375,0.5,4,6.0,0.104762,0.4,8,0.0,17.986957,29.8,6,27,17.75
119841,0.0345,0.05,10,46,0.285714,0.3,17,3.0,0.0714289999999999,1.0,12,1.0,16.285714000000002,29.0,8,27,19.25
375432,0.023353,0.04,10,37,0.4375,0.6,8,7.0,0.195652,0.8,19,0.0,25.991304,42.6,21,40,21.0
167625,0.018588,0.031,11,29,0.045833,0.2,23,2.0,1.217391,2.0,10,3.0,15.391304000000002,38.0,21,36,17.5
530844,0.034176,0.057,10,58,0.308333,0.4,1,5.0,0.158333,0.3,22,0.0,10.191667,19.5,22,18,20.25
375505,0.037706,0.042,8,39,0.3,0.4,0,5.0,0.018182,0.2,4,0.0,11.454545,25.3,5,24,17.0
531249,0.012,0.026,10,24,0.566667,0.7,0,8.0,0.541667,0.7,6,0.0,21.870833,32.1,20,30,15.5
469578,0.025412,0.037,11,34,0.204167,0.3,23,3.0,0.183333,0.4,3,0.0,11.579167,26.6,23,25,15.5
375937,0.045071,0.054,11,50,0.741667,1.2,3,14.0,0.382609,0.8,7,0.0,23.357143,40.0,0,38,25.5
563080,0.026765,0.031,12,29,0.433333,0.6,0,7.0,0.0375,0.2,15,0.0,15.5375,22.4,22,21,14.25
407913,0.043941,0.048,11,44,0.241667,0.3,3,3.0,0.236364,0.3,7,0.0,5.6173910000000005,25.3,3,24,17.75
341463,0.014529,0.03,10,28,0.504167,0.7,23,8.0,0.1260869999999999,0.6,20,0.0,19.154167,32.7,21,30,16.5
592209,0.038059,0.048,10,44,0.2875,0.4,0,5.0,0.6875,1.0,11,1.0,11.475,22.9,2,21,17.75
531779,0.037118,0.041,10,38,0.1,0.1,0,1.0,0.129167,0.5,22,0.0,3.1375,14.0,22,13,13.0
278362,0.033176,0.046,8,43,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.054167,7.1,21,7,12.5
375795,0.025706,0.035,10,32,0.158333,0.2,7,2.0,0.169565,0.6,8,0.0,13.313636,24.4,7,23,14.25
592050,0.026824,0.042,10,39,0.483333,0.7,1,8.0,0.233333,0.4,6,0.0,24.541667,39.7,0,37,21.0
563038,0.019941,0.033,9,31,0.491667,0.7,1,8.0,0.145833,0.7,2,0.0,18.795833,34.7,1,32,17.75
309435,0.038706,0.077,10,122,0.766667,1.0,4,11.0,0.086364,0.2,11,0.0,29.263636,44.9,21,42,43.75
592472,0.025471,0.032,10,30,0.370833,0.5,1,6.0,0.258333,0.3,4,0.0,10.045833,25.2,1,24,15.0
120420,0.036588,0.048,9,44,0.033333,0.1,3,1.0,4.391304,6.0,13,9.0,3.521739,20.0,5,19,18.25
375637,0.037571,0.049,10,45,0.208333,0.3,10,3.0,0.095652,0.9,4,0.0,14.719048,26.1,9,25,18.25
531234,0.007353,0.019,9,18,0.608333,1.2,23,14.0,0.6875,1.0,20,1.0,33.191666999999995,46.2,17,43,19.0
74781,0.027059,0.044,10,41,0.4125,0.6,23,7.0,1.130435,2.0,5,3.0,17.869564999999994,46.0,20,43,23.5
167689,0.021824,0.047,11,44,0.745833,1.0,6,11.0,1.391304,4.0,15,6.0,41.478261,71.0,9,69,32.5
252449,0.010118,0.012,20,11,0.375,0.4,0,5.0,0.004545,0.1,5,0.0,24.913636,37.5,9,35,12.75
197473,0.026471,0.038,12,35,0.279167,0.6,0,7.0,0.652174,1.0,0,1.0,7.565217,22.0,23,21,16.0
592065,0.032353,0.044,11,41,0.2,0.2,5,2.0,0.0666669999999999,0.1,0,0.0,7.116667,21.2,23,20,15.75
408067,0.044941,0.049,9,45,0.083333,0.2,0,2.0,0.313636,0.5,0,0.0,3.472727,6.7,6,6,13.25
26050,0.018294,0.02,10,19,0.829167,0.9,0,10.0,0.136364,1.0,7,1.0,25.454545,31.0,13,29,14.75
500720,0.012,0.023,11,21,0.9375,1.5,3,17.0,0.454167,1.1,15,1.0,23.670833,30.3,13,28,16.75
167631,0.033,0.036,18,33,0.379167,0.5,7,6.0,0.0,0.0,0,0.0,14.695652,34.0,5,32,17.75
278390,0.037353,0.048,9,44,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2.8875,12.0,4,11,13.75
407809,0.009,0.015,10,14,0.483333,0.6,8,7.0,0.618182,1.0,8,1.0,26.909091,36.5,23,34,14.0
438586,0.025412,0.041,10,38,0.45,0.6,1,7.0,0.325,1.6,11,1.0,23.78636400000001,45.4,9,42,22.0
342666,0.0305,0.031,12,29,0.4,0.4,0,5.0,0.0,0.0,0,0.0,5.061538,27.6,0,25,14.75
563191,0.028118,0.029,7,27,0.1,0.1,0,1.0,0.195833,0.2,0,0.0,0.629167,2.6,0,2,7.5
500614,0.028,0.036,10,33,0.3125,0.5,1,6.0,0.204167,0.3,9,0.0,12.729167,22.5,2,21,15.0
592196,0.031059,0.046,10,43,0.204167,0.3,23,3.0,0.379167,0.6,11,0.0,8.716667,21.0,22,20,16.5
501337,0.027471,0.039,10,36,0.204167,0.3,6,3.0,-0.283333,0.3,8,0.0,7.125,26.8,6,25,16.0
96813,0.008118,0.018,9,17,1.454167,2.9,0,33.0,1.956522,3.0,0,4.0,36.478261,46.0,19,43,24.25
407796,0.018,0.029,12,27,0.354167,0.4,0,5.0,0.359091,0.6,8,0.0,16.836364,30.2,8,28,15.0
592131,0.033,0.048,11,44,0.2625,0.3,3,3.0,0.516667,0.8,14,0.0,11.179167,22.0,1,21,17.0
530968,0.024471,0.043,9,40,0.370833,0.6,6,7.0,0.604167,1.5,10,1.0,14.545832999999998,35.0,0,33,20.25
341872,0.038118,0.049,11,45,0.091667,0.1,0,1.0,0.079167,0.2,7,0.0,18.186364,29.4,1,27,18.25
341805,0.024412,0.047,10,44,0.5375,0.7,7,8.0,0.3,0.8,8,0.0,16.336364,33.0,0,31,20.75
143586,0.037529,0.047,11,44,0.029167,0.1,7,1.0,2.0,6.0,6,9.0,6.043478,24.0,6,23,19.25
120379,0.026824,0.039,12,36,0.458333,0.8,9,9.0,2.956522,5.0,13,7.0,15.782609,32.0,8,30,20.5
26915,0.022706,0.031,10,29,0.391667,0.5,9,6.0,1.956522,4.0,5,6.0,21.391304,34.0,9,32,18.25
406970,0.010929,0.013,8,12,1.019048,1.4,3,16.0,0.230435,0.5,6,0.0,34.176190000000005,41.5,16,39,16.75
530803,0.027059,0.036,10,33,0.2,0.2,0,2.0,0.129167,0.3,7,0.0,13.129167,19.3,6,18,13.25
143689,0.039765,0.044,11,41,0.2625,0.5,7,6.0,3.217391,4.0,5,6.0,18.565217,40.0,9,38,22.75
252345,0.025882,0.03,12,28,0.385,0.5,1,6.0,0.6947369999999999,4.7,5,6.0,13.965,23.0,5,22,15.5
375377,0.013529,0.029,9,27,0.7476189999999999,1.1,22,13.0,0.285714,0.7,7,0.0,36.581818,58.5,18,55,23.75
469440,0.026529,0.033,10,31,0.433333,0.5,0,6.0,0.254167,1.2,1,1.0,12.233333,29.8,7,27,16.25
26869,0.023471,0.036,10,33,0.575,0.8,0,9.0,1.130435,2.0,0,3.0,30.173913,38.0,6,36,20.25
253492,0.030647,0.038,13,35,0.479167,1.1,10,13.0,0.631818,5.5,13,7.0,18.804348,32.3,9,30,21.25
407061,0.022941,0.044,10,41,0.35,0.5,22,6.0,0.056522,0.3,23,0.0,24.663636,42.2,19,40,21.75
592286,0.036,0.046,10,43,0.2,0.2,0,2.0,0.3625,0.5,11,0.0,6.045833,13.2,5,12,14.25
500449,0.028824,0.044,10,41,0.2,0.2,0,2.0,0.4625,1.1,12,1.0,8.475,20.0,3,19,15.75
469679,0.042882,0.068,10,93,0.491667,0.7,2,8.0,0.554167,1.1,11,1.0,16.420833,35.3,1,33,33.75
342760,0.027353,0.045,10,42,0.375,0.9,10,10.0,0.386364,2.3,8,3.0,18.668182,50.4,8,47,25.5
408104,0.030176,0.038,10,35,0.295833,0.4,3,5.0,0.434783,0.6,9,0.0,17.286957,32.9,2,30,17.5
119814,0.020824,0.042,11,39,0.479167,0.8,10,9.0,0.173913,2.0,5,3.0,33.608696,72.0,10,70,30.25
225190,0.026529,0.045,9,42,0.15,0.2,0,2.0,0.304348,1.0,5,1.0,9.375,27.0,23,25,17.5
252325,0.024588,0.042,11,39,0.570833,0.8,8,9.0,0.952174,5.6,9,7.0,34.321739,60.4,0,57,28.0
309467,0.026529,0.029,10,27,0.504167,0.6,0,7.0,0.291304,0.8,4,0.0,13.469565,20.0,19,19,13.25
562526,0.035706,0.052,10,48,0.283333,0.4,8,5.0,0.375,0.8,11,0.0,15.925,37.5,9,35,22.0
252251,0.036235,0.052,10,48,0.404167,0.5,10,6.0,0.068182,0.7,5,0.0,15.122727,21.6,9,20,18.5
341936,0.012294,0.025,9,23,0.8,1.1,1,13.0,0.8809520000000001,1.8,15,1.0,40.204348,49.5,18,46,20.75
375542,0.0169,0.041,14,38,0.4875,0.7,5,8.0,0.259091,0.8,5,0.0,43.242857,62.0,22,60,26.5
562150,0.007647,0.019,9,18,0.694118,0.8,22,9.0,0.472222,1.0,8,1.0,27.533333,37.9,19,35,15.75
531625,0.040235,0.043,9,40,0.0,0.0,0,0.0,0.15,0.2,8,0.0,2.6875,5.6,7,5,11.25
27015,0.015294,0.033,10,31,1.258333,2.0,11,23.0,3.521739,9.0,7,13.0,51.913043,85.0,11,84,37.75
438462,0.014588,0.033,10,31,0.9,1.3,9,15.0,0.425,1.5,7,1.0,36.134783,57.4,9,54,25.25
500400,0.030353,0.037,8,34,0.2,0.2,0,2.0,0.583333,0.9,10,0.0,6.091667,16.9,4,15,12.75
500567,0.028118,0.055,11,51,0.525,0.7,6,8.0,0.358333,0.9,13,0.0,23.1125,46.7,10,43,25.5
375755,0.048214,0.073,10,108,0.370833,0.5,7,6.0,0.4,1.0,13,1.0,18.166667,28.0,22,26,35.25
406991,0.015571,0.02,11,19,0.954167,1.3,9,15.0,0.226087,0.5,7,0.0,36.866667,51.3,14,48,20.5
197467,0.017353,0.027,11,25,0.8,1.3,2,15.0,1.782609,3.0,9,4.0,23.521739,36.0,23,34,19.5
407167,0.056143,0.066,10,87,0.4,0.6,5,7.0,0.465217,2.2,12,3.0,21.9,41.6,2,39,34.0
501332,0.025529,0.031,9,29,0.1,0.1,0,1.0,-0.383333,-0.2,9,0.0,1.675,5.3,9,5,8.75
376378,0.045882,0.05,11,46,0.404167,0.7,23,8.0,0.027273,0.5,10,0.0,5.373913,15.4,0,14,17.0
253438,0.024353,0.049,11,45,0.516667,0.8,6,9.0,0.421739,1.4,21,1.0,25.856522,57.3,21,54,27.25
500640,0.028824,0.049,11,45,0.604167,0.9,0,10.0,0.3625,0.6,6,0.0,23.904167,37.9,21,35,22.5
342820,0.0065879999999999,0.015,8,14,0.814286,1.0,22,11.0,0.045455,0.2,20,0.0,29.172727,34.7,1,32,14.25
562732,0.024706,0.043,9,40,0.242105,0.3,5,3.0,0.35,0.8,19,0.0,9.429167,16.5,23,15,14.5
438629,0.046118,0.056,12,54,0.31,0.4,14,5.0,-0.015,0.1,3,0.0,14.59,23.8,9,22,20.25
438593,0.040353,0.049,11,45,0.275,0.4,6,5.0,0.029167,0.4,10,0.0,10.827273,37.5,5,35,21.25
225091,0.011688,0.019,9,18,0.641176,0.8,2,9.0,0.1,1.0,16,1.0,26.65,34.0,6,32,15.0
438421,0.012765,0.023,11,21,0.529167,0.7,9,8.0,0.0875,0.4,7,0.0,25.609091,34.0,22,32,15.25
375486,0.028167,0.042,12,39,0.470833,0.6,0,7.0,0.131818,0.4,8,0.0,21.144444,36.1,0,34,20.0
563052,0.012118,0.029,9,27,0.629167,1.0,23,11.0,0.225,0.4,6,0.0,26.2875,42.0,19,40,19.5
167693,0.032353,0.041,12,38,0.316667,0.4,10,5.0,0.0,0.0,0,0.0,20.652174,38.0,7,36,19.75
